Resumption of the session	Reinício da sessão
Producers must pay - although we all know that the consumer will ultimately suffer the consequences of this - and they must take responsibility for the costs before 2006, as some of the amendments propose.	Devem ser os construtores a pagar estes custos, embora todos saibamos que os mesmos acabarão provavelmente por ser repercutidos sobre os consumidores, medida que deveria entrar em vigor antes de 2006, na linha do proposto em algumas das alterações apresentadas.
We are more in agreement with the amendment proposed at first reading.	Preferíamos a alteração apresentada em primeira leitura.
It is also important to set percentages and a date for vehicles to be composed of recyclable materials.	Importa, de igual modo, estabelecer a percentagem e a data em que os veículos deverão ser equipados com materiais reutilizáveis.
I believe that this proposal relies on very long deadlines.	A proposta avança, em minha opinião, prazos muito dilatados.
Lastly, Mr President, I believe we should favour the creation of small and medium-sized businesses which, if subject to rigorous approval and duly authorised, can promote the creation of jobs in this very important area, preventing the emergence of monopolies by large companies.	Por último, Senhor Presidente, considero fundamental a promoção da constituição de pequenas e médias empresas, homologadas de forma rigorosa e oficialmente autorizadas, que contribuam para a criação de emprego neste sector tão importante, evitando a formação de monopólios no sector por parte das grandes empresas.
Mr President, today the European Parliament must face up to real responsibilities.	Senhor Presidente, caros colegas, o Parlamento Europeu tem, hoje, de enfrentar sérias responsabilidades.
We have to work out what we are going to do with the millions of vehicles we abandon each year.	Trata-se de saber o que iremos fazer dos milhões de veículos que todos os anos abandonamos.
In some of our Member States, voluntary environmental agreements have already been signed to ensure that our ditches, canals and fields are not filled with these ugly and dangerous wrecks, inhabited occasionally by an alarmed farmyard chicken.	Nalguns dos nossos Estados já foram assinados acordos ambientais voluntários com o objectivo de que as nossas valas, canais e campos não continuem a encher-se desses feios e perigosos destroços de onde saía, por vezes, uma galinha atarantada.
I come, of course, from a country that is proud of its car industry and of its commercial success both in Europe and in third countries.	É claro que eu venho de um país orgulhoso da sua indústria automóvel e dos seus sucessos comerciais, tanto na Europa como nos países terceiros.
I can gauge its importance for my country' s international reputation.	Conheço a sua importância para a fama internacional do meu país.
I know of the proactive attitude of the European car manufacturing industry which has set up an extensive research programme to outline a national information system for dismantling end-of-life vehicles.	Conheço os comportamentos "pró-activos" da indústria automóvel europeia que implementou um vasto programa de investigação destinado a definir um sistema nacional de informações para o desmantelamento de veículos em final de vida.
I am aware of the difficulties the Council experienced in finding a compromise.	Estou consciente da dificuldade que o Conselho teve para conseguir um compromisso.
That is why, today, we must be understanding alchemists, concerned for our environment.	Por este motivo temos, hoje, de ser alquimistas compreensivos, preocupados com o nosso meio ambiente.
This will either be the century of waste management or it will not.	Este século será o da gestão de resíduos ou não será.
As far as I am concerned, at least, the principle of 'polluter pays' must be applied.	Para mim, em todo o caso, é o princípio do poluidor-pagador que deve ser aplicado.
The car industry, increasingly more respectful of the environment, has, I am sure, anticipated this kind of increasing awareness.	A indústria automóvel, que cada vez respeita mais o meio ambiente, tinha antecipado, estou certa, essa tomada de consciência.
Indeed it is accepting its responsibilities.	Aliás, assume as suas responsabilidades.
It is the Member States, however, who will have to implement this directive, and let us beware of going into too much detail because the industrial traditions, the demolition and crushing sectors vary according to whether you are in Italy or in Finland.	Mas é aos Estados que compete aplicar esta directiva e não devemos pormenorizá-la demasiado, pois as tradições industriais, os sectores dos profissionais da desmontagem e do retalhamento são diferentes, consoante se esteja em Itália ou na Finlândia.
I am opposed to making the car owners liable.	Oponho-me a que a responsabilidade recaia sobre os proprietários dos veículos.
The men and women on the move throughout Europe pay for their car and their catalytic converter, pay their national taxes and the tax on fuel and are therefore already paying a high price for their magnificent machine and their freedom of movement.	Estes homens e mulheres que se deslocam pela Europa pagam o automóvel, os impostos nacionais, o catalisador, os impostos sobre os combustíveis e, portanto, pagam já um preço muito caro pela magnífica máquina e pela liberdade de circular.
It would certainly be unwise for my fellow Members in the major groups of the federalist tendency to seek to make the European Parliament unpopular in this way by creating a liability shared between the owner and the manufacturer.	Seria muito imprudente, para os meus colegas dos grandes grupos de vocação federalista, pretenderem tornar o Parlamento Europeu tão impopular, imaginando uma responsabilidade conjunta do proprietário e do construtor.
How, furthermore, can a fund be created which will pay for vehicle recycling and manage operations within Europe.	Como criar, ainda, um fundo para pagar a reciclagem dos veículos e gerir as operações intra-europeias ?
Who is to pay for recycling the car I bought in France if I register it in Belgium?	Quem paga a reciclagem do meu automóvel adquirido em França, se o registar na Bélgica ?
Which national fund will pay for my end-of-life vehicle?	Que fundo nacional pagará o meu veículo fora de uso ?
Let us beware, too, of worrying the world of business with the legal uncertainty of an unacceptable retroactive application.	Tentemos, também, não preocupar o mundo empresarial com uma insegurança jurídica decorrente de uma retroactividade inaceitável.
It is not our intention to start a punitive legislative campaign here today, but to continue on our present course, advocating sustainable development.	Não é nossa intenção, aqui, lançar agora uma expedição legislativa punitiva, mas continuar o nosso caminho preconizando um desenvolvimento sustentável.
Mr President, most of the time, the European Parliament, spearheaded by environment committees, does its very best to make a critical assessment of the proposals submitted by the European Commission or the Council, so as to improve on them from an environmental point of view.	Senhor Presidente, o Parlamento Europeu - e acima de tudo a Comissão do Meio Ambiente, da Saúde Pública e da Política do Consumidor - empenha-se aqui, no geral, em fazer uma avaliação crítica das propostas da Comissão ou do Conselho e em melhorá-las sob o ponto de vista ambiental.
Now, a sound common position submitted by the Council is in danger of being changed for the worse from an environmental point of view here in Parliament.	Neste momento, porém, uma sólida posição comum do Conselho ameaça vir a ser deteriorada neste Parlamento sob o ponto de vista ambiental.
Every year, we discard a huge amount of cars which contain many dangerous substances.	Todos os anos nos desembaraçamos de um grande número de veículos em fim de vida útil, que contêm muitas substâncias perigosas.
This is why it is important to prevent waste materials.	Por isso mesmo, a preocupação com os resíduos é importante.
We should also aim for minimum quantities of heavy metals, as well as of other dangerous substances and materials.	Devemos também procurar utilizar quantidades mínimas de metais pesados e outras substâncias e materiais perigosos.
In addition, car manufacturers need to produce and build these cars in such a way as to facilitate simple dismantling and re-use.	A par disso, os produtores de veículos devem ter em conta que os mesmos devem ser produzidos e construídos de forma a tornar possível simplificar a sua desmontagem e reutilização.
What is left of the stripped vehicle also requires to be processed adequately.	A parte remanescente do veículo fora de uso requer também um tratamento adequado.
I therefore welcome with open arms the percentage levels for re-use and recycling which have been proposed by the Council.	Por esse motivo, apoio sinceramente as quotas de reutilização e reciclagem propostas pelo Conselho.
These days, the complete dismantling of end-of-life vehicles is economically viable.	Actualmente, o desmantelamento integral dos veículos fora de uso constitui uma actividade economicamente viável.
This means that we move away from shredding.	Significa isso que abandonamos a prática do retalhamento dos veículos fora de uso.
The prescribed objectives are most certainly viable and, in the Netherlands, a value of 86% recycling has now already been achieved.	Os objectivos estabelecidos são, seguramente, alcançáveis e, neste momento, nos Países Baixos já foi mesmo atingida uma quota de reciclagem de 86%.
The best way of achieving proper collection is to ensure that the last holder and/or owner can deliver the car to an authorised treatment facility without any cost.	A melhor forma de zelar por uma recolha adequada consiste em que o último proprietário do veículo possa entregá-lo sem quaisquer encargos junto de uma instalação de tratamento autorizada.
The processing cost can then be incorporated in the price of new cars.	Os custos de tratamento podem ser incluídos no preço dos veículos novos.
The proposals made by a few MEPs impact greatly on this system.	As propostas apresentadas por alguns do senhores deputados afectam gravemente este sistema.
The so-called shared liability is very cumbersome and does not stimulate innovation.	A chamada responsabilidade partilhada é pouco prática e não fomenta a inovação.
If the system of delivering cars to treatment facilities without any cost is applied, it will also transpire that the cost of processing will come down considerably.	Se o sistema de entrega livre de encargos for mantido, revelar-se-á também que os custos de tratamento diminuirão consideravelmente.
Finally, this directive should enter into force at the earliest opportunity.	Por último, a presente directiva tem de entrar o mais rapidamente possível em vigor.
A laborious conciliation procedure would entail an unnecessary delay, at the expense of the environment.	Um processo laborioso de conciliação representa um atraso desnecessário, o que faz com que seja o ambiente a sofrer as consequências.
Why cannot we just be satisfied with the common position currently tabled? If we are, then all that remains for us to do is to congratulate the Council on the result achieved.	Contentemo-nos, pois, com a posição comum que temos agora em cima da mesa e, dessa forma, restar-nos-á apenas cumprimentar e felicitar o Conselho pelo resultado alcançado.
Mr President, I hold Mr Florenz in high esteem. He has delivered excellent work under pressure both from his colleagues and from the car industry.	Senhor Presidente, tenho grande apreço pelo colega Florenz, que pressionado não só pelos seus colegas, mas também pela indústria automóvel, apresentou um bom trabalho.
Add to this the fact that he had to do this from his green approach and, against that background, find a compromise. That was not easy.	Acrescente-se ainda que o senhor deputado Florenz teve, ainda por cima, de o fazer com base na sua orientação ecológica verde e de chegar a um compromisso de bastidores, o que não constituiu tarefa fácil.
Overall, I am not dissatisfied with the present common position and certainly not with the philosophy underlying that common position.	Em termos gerais, não estou insatisfeita com a posição comum que temos em cima da mesa e, para todos os efeitos, com a filosofia que lhe está subjacente.
I would like to comment on two things.	Há, todavia, dois pontos a respeito dos quais gostaria de dizer algo.
Firstly, vintage cars and motorbikes. These should indeed be excluded from the directive.	O primeiro prende-se com os veículos de colecção e os motociclos, que devem, efectivamente, ser mantidos fora do âmbito de aplicação da directiva.
Secondly, the controversial question as to who bears the responsibility for taking back cars.	O segundo ponto, prende-se com a muito controversa questão de saber a quem pertence a responsabilidade pela retoma dos veículos fora de uso.
I do not wish to alter the text of the common position in any way.	Não quero tocar no texto da posição comum.
The manufacturer is and should be liable and the last holder and/or owner must be able to hand back the car without any cost.	O produtor é o responsável, tem de ser o responsável e o utilizador final tem de poder devolver o veículo sem encargos.
In my opinion, there is too much initial hesitation.	Penso que há demasiado medo da água fria.
The car lobby has led too many people up the garden path.	O grupo de pressão do sector automóvel induziu muita gente em erro.
I would also like to mention that experience has nonetheless taught us that the processing cost is in fact passed on.	Por esse motivo, gostaria de dizer uma vez mais aos colegas que a experiência nos ensina, realmente, que os custos desse tratamento são incluídos nos preços.
These costs are not very high. In the Member State where I come from, you are talking about 150 Guilders per car.	Esses custos não são assim tão elevados; no Estado-Membro onde resido trata-se de um montante de 150 florins por veículo.
If you charge this from day one, you can process the old cars straight away.	Desta forma, parte-se do dia zero, podendo-se assim proceder de imediato ao tratamento dos veículos fora de uso.
A very large industry might then emerge which would ensure that scrapyards, which used to be a common feature in our Member States, would then disappear.	Desta forma é também possível construir uma grande indústria, que zela por que os cemitérios de automóveis - que no passado eram correntes nos nossos Estados-Membros - deixem de existir.
I do not wish to make any changes to this particular aspect of the compromise.	Não quero, pois, tocar neste aspecto do compromisso.
I think it would be a good thing if we were to approve the present legislation together as soon as possible.	Penso ser conveniente que aprovemos com a maior brevidade possível a legislação que temos agora sobre a mesa.
This is positive because, in that way, the nine million cars which are introduced each year onto European roads will actually be processed appropriately, and this will benefit us all.	Isso é positivo, já que os nove milhões de automóveis que são anualmente lançados nas estradas da Europa poderão também ser tratados de forma adequada, o que é vantajoso para todos nós.
Mr President, the present directive is important in so far as it helps prevent our being faced with hazardous waste from end-of-life vehicles and in so far as it promotes the re-use and recycling of materials from scrapped cars.	Senhor Presidente, a directiva em debate constitui um esforço relevante na prevenção contra resíduos perigosos provenientes de veículos fora de uso, sendo importante promover a reciclagem e a recuperação dos materiais provenientes da sucata desses veículos.
I therefore think it is crucial for the environment that the ban on using poisonous heavy metals should be fully implemented and that we should not reduce manufacturers' liability.	Por esse motivo considero decisivo sob o ponto de vista ambiental que a proibição contra a utilização de metais pesados tóxicos seja integralmente executada e que não se diminua a responsabilidade dos fabricantes.
If we do reduce it, we remove from manufacturers the incentive to design and produce cars which give rise to less waste.	Se o fizermos, estaremos a retirar todos os incentivos aos fabricantes para que construam e fabriquem automóveis que produzam menos resíduos.
The common position, which was arrived at with great difficulty in the Council, which the Commission has endorsed and which was also maintained in Parliament' s Committee on the Environment, Public Health and Consumer Policy, complies fully with the environmental requirements. I therefore find it incomprehensible and very curious to see amendments from members of the Committee on the Environment, Public Health and Consumer Policy, the objectives of which are to weaken the environmental requirements and significantly reduce car manufacturers' liability.	A posição conseguida, a muito custo, no Conselho e que a Comissão subscreveu, foi também mantida na Comissão Parlamentar do Meio Ambiente, da Saúde Pública e da Política do Consumidor e cumpre integralmente os requisitos ambientais afigurando-se-me, por esse motivo, como muito estranho e incompreensível, as propostas de alteração agora apresentadas pelos membros da Comissão do Meio Ambiente, da Saúde Pública e da Política do Consumidor, que visam reduzir os requisitos ambientais e que constituem uma redução significativa das responsabilidades dos fabricantes de automóveis.
If these amendments are adopted, I think that we shall cause Parliament seriously to lose credibility on environmental issues.	No caso de serem aprovadas estas alterações, considero que estaremos a colocar seriamente em risco a credibilidade do Parlamento nas questões de natureza ambiental.
So far, we here in Parliament have been positive catalysts for environmental protection but now, if the amendments proposed by Mr Florenz and Mr Lange are adopted, we are to become a negative factor for the environment in Europe.	Até à data, o Parlamento funcionou como um catalisador positivo para a protecção do meio ambiente, enquanto que agora nos tornamos um factor ambiental negativo na Europa, caso as propostas de alteração apresentadas pelos deputados Florenz e Lange sejam aprovadas.
What is more, if we reduce manufacturers' liability on this issue, this will also have serious consequences for subsequent matters in other areas, for example the forthcoming directive on scrap from computers and other electronic equipment.	O facto de ainda reduzirmos as responsabilidades dos fabricantes poderá igualmente ter repercussões importantes em futuros casos da mesma área como, por exemplo, a futura directiva relativa à sucata electrónica e informática.
I would therefore recommend to Members of Parliament that we cut across party lines and vote against all the amendments to the common position which would weaken environmental standards and reduce manufacturers' liability.	Por esse motivo quero recomendar aos membros desta casa, apesar de pertencermos a grupos políticos diferentes, que votem contra todas as propostas de alteração à posição comum que possam diminuir o padrão ambiental e a responsabilidade dos fabricantes.
We shall then be able to achieve an environmentally respectable result.	Se o fizerem, iremos conseguir um resultado ambiental aceitável.
Mr President, this excellent directive will end the dumping of old cars, encourage recycling, and above all encourage manufacturers to design cars which can easily be recycled.	Senhor Presidente, esta excelente directiva irá pôr cobro ao abandono de carros velhos, encorajar a reciclagem e, acima de tudo, incentivar as empresas de construção automóvel a conceber veículos facilmente recicláveis.
Now who should pay the costs?	Importa agora saber, porém, quem deverá suportar os custos com a recolha e a reciclagem dos veículos fora de uso.
Whatever system is adopted, ultimately the cost will be passed on to the consumer.	Qualquer que seja o sistema adoptado, em última análise os custos irão repercutir-se sobre o preço pago pelo consumidor.
The best way of achieving our environmental objectives is to make the manufacturers our instrument both for collecting the money and for disposing and recycling of the cars.	A melhor forma de alcançarmos os nossos objectivos do ponto de vista da defesa do ambiente é fazermos dos fabricantes o nosso próprio instrumento, tanto para efeitos de cobrança monetária como para efeitos de tratamento e reciclagem dos veículos.
The manufacturers have tricked Mr Florenz and Mr Lange into tabling amendments here which seriously weaken these proposals.	Os fabricantes da indústria automóvel persuadiram os senhores deputados Florenz e Lange a apresentar alterações que comprometem seriamente estas propostas.
Do not be fooled by the car manufacturers!	Não nos deixemos levar pelos fabricantes de veículos!
If you want the full benefits of this directive use your vote to throw out these amendments.	Se quiserem tirar plenamente partido das vantagens desta directiva, utilizem o vosso voto para rejeitar essas alterações.
Mr President, Commissioner, this debate is not a technical debate, contrary to what we may think.	Senhor Presidente, Senhora Comissária, caros colegas, este debate, ao contrário do que poderíamos pensar, não é de ordem técnica.
It has become eminently political.	Tornou-se sobretudo político.
Yesterday we honoured our institution with a political debate.	Ontem honrámos a nossa instituição com um debate político.
Today, if 314 Members of Parliament yield to the strength of the lobbying of some car manufacturers, we should be doing ourselves dishonour.	Hoje, se 314 deputados cedessem ao poder do grupo de pressão constituído por certos construtores de automóveis, perderíamos a honra.
In expecting consumers to bear half the cost of the recovery of end-of-life vehicles, as Amendment No 38 stipulates, even though the common position states that all recovery costs should be borne by the manufacturer, Parliament would, for the first time, not be acting as the defender of the rights of the consumers and citizens of Europe, it would be turning into mere sounding box for different lobbies.	Ao pedir aos consumidores que tomem a seu cargo metade do custo de retoma dos veículos fora de uso, como propõe a alteração 38, enquanto a posição comum solicita que o produtor tenha a seu cargo a totalidade da retoma, o Parlamento Europeu, pela primeira vez, não se apresentaria como garante da defesa dos consumidores e dos cidadãos europeus mas, de certo modo, tornar-se-ia uma caixa de ressonância dos grupos de pressão.
We cannot accept this.	Não podemos aceitar tal facto.
It would be a precedent which would open the door to all sorts of pressure in many other areas.	Seria um precedente que deixaria a porta aberta a todo o tipo de pressão em muitas outras áreas.
It would also be the first time that the European Parliament would be weakening a Council position, whereas usually we are complaining that their position is not strong enough.	Seria, também, a primeira vez que o Parlamento enfraqueceria uma posição do Conselho quando, em geral, parece-me que censuramos, sobretudo, a tibieza das posições do Conselho.
The free recovery system, for example, for old vehicles and raising the percentage to be recycled will increase recycling activities and the number of jobs this generates accordingly.	O sistema de retoma gratuita dos veículos velhos, por exemplo, e o aumento da percentagem a reciclar aumentará de igual modo as actividades de reciclagem e o número de postos de trabalho daí decorrentes.
Thus, for the consumer, for the environment and for the new jobs to be created in recycling, the Council' s common position definitely must not be amended. It is, as it stands, perfectly acceptable.	Assim, para o consumidor, para o meio ambiente, para os novos postos de trabalho a criar na reciclagem, não devemos, de modo nenhum, alterar a posição comum do Conselho que é, na sua redacção actual, absolutamente aceitável.
Mr President, like so many others here today, I believe this is a good measure.	Senhor Presidente, à semelhança de muitos outros colegas hoje aqui presentes, sou de opinião que esta é uma medida positiva.
This is a useful measure and it is one which we all need.	É uma medida útil e de que todos nós necessitamos.
Most of the technical issues have been resolved.	A maior parte das questões de ordem técnica já se encontram resolvidas.
There are some details to be finalised but most of the technical issues have been resolved.	Algumas questões de pormenor estão ainda por finalizar, mas a maioria das questões técnicas já foram solucionadas.
We have arrived at the final question.	Chegámos, pois, à derradeira questão.
In the first reading debate it was only the Economic and Monetary Affairs Committee which asked this question and it was only myself as the draftsman of the opinion of that committee who posed that question in Parliament.	No debate em primeira leitura, só a Comissão dos Assuntos Económicos e Monetários levantou essa questão, e só eu, enquanto relator de parecer desta comissão, a coloquei perante o Parlamento.
That is quite simply: Who pays?	A questão é, muito simplesmente, a seguinte: Quem paga?
The Council common position reached a reasonable compromise in that the manufacturers should pay a significant part of the cost, not all of it as Mr Bowis has mistakenly said.	Na sua posição comum, o Conselho alcançou um compromisso razoável ao propor que uma parte significativa dos custos - não a totalidade, como o senhor deputado Bowis erradamente referiu - deveria ser suportada pelos fabricantes.
In fact perhaps as little, the lawyers tell us, as 20% or one-fifth of the cost.	Com efeito, talvez tão pouco, dizem­nos os juristas, quanto 20% ou um quinto do custo total, o que não é de todo irrazoável.
That is not unreasonable. If you look at the UK consumer for example, who buys a Rover, as Mr Lange has indicated or for that matter any other make of car in the UK and who has for years been paying excessive prices for those cars, over and above comparable prices in other parts of Europe, why should they pay?	Se pensarmos, por exemplo, no consumidor britânico que compra um Rover, como o senhor deputado Lange mencionou, ou, o que para o caso tanto dá, qualquer outra marca de carro no Reino Unido, e que de há anos a esta parte tem vindo a pagar preços excessivos pela compra desses automóveis, bem superiores aos preços comparáveis praticados noutros países da Europa, somos levados a perguntar por que razão deve ser ele a pagar aqueles custos.
They have paid already.	Já pagou o suficiente.
Why should the very same people as taxpayers or as future car buyers, pay again to dispose of the vehicle that the manufacturer has made the profit from?	Por que hão-de ser as mesmas pessoas, enquanto contribuintes ou futuras compradoras de veículos, a pagar novamente os custos de eliminação do veículo com o qual o fabricante obteve lucros?
I cannot accept that.	Eis uma situação que considero inadmissível.
There are amendments here today that are proposing that should be the case.	Todavia, algumas alterações hoje aqui apresentadas propõem que deve ser esse o caso.
I cannot accept it and I will not vote for it.	Não aceito tal proposta, pelo que não votarei a favor dela.
The responsibility for these cars lies with the manufacturer.	A responsabilidade por estes veículos incumbe ao fabricante.
It is the manufacturer who has to provide the infrastructure and provide a reasonable part of the cost of disposal.	É este que deve proporcionar a necessária infra­estrutura e suportar uma parte significativa dos custos inerentes à recolha e tratamento dos veículos em fim de vida útil.
The common position does not preclude the possibility of contributions being made by government.	A posição comum não exclui a possibilidade de as administrações nacionais contribuírem, também elas, para fazer face a estes custos.
The common position is a reasonable compromise.	A posição comum propõe uma razoável solução de compromisso.
Some of the amendments today are totally unreasonable in that they take away completely the responsibility from the car manufacturer of paying a little if any of the cost of disposal of cars on the road.	Algumas das alterações hoje aqui apresentadas são totalmente irrazoáveis, na medida em que pretendem isentar completamente as empresas de construção automóvel da responsabilidade de pagar, pelo menos, uma parte dos custos decorrentes da recolha e posterior tratamento dos veículos fora de uso.
I cannot accept that and on behalf of the taxpayers and the consumers of Europe I am voting against those amendments.	Não aceito tal proposta, pelo que, em nome dos contribuintes e consumidores na União Europeia, votarei contra as referidas alterações.
Mr President, there is agreement that we must give some thought as to how we in Europe will properly deal with end-of-life cars, although in this instance the Council has not provided a model for a suitable European environment policy.	Senhor Presidente, caros colegas, reina a unanimidade quanto ao facto de termos de reflectir sobre a forma de resolver correctamente o problema dos veículos fora de uso na Europa. No entanto, neste caso, o Conselho não deu qualquer exemplo de uma correcta política ambiental europeia.
It is disgraceful the way in which the German Presidency handled this matter.	Foi vergonhosa a forma como a presidência alemã abordou este tema.
Firstly, Herr Trittin, the Environment Minister, was not in tune with his colleagues in the Cabinet, then Chancellor Schröder blundered in like a bull in a china shop, having no expert knowledge of this process.	Primeiro foi o senhor Ministro Trittin, o Ministro do Ambiente, que não concertou devidamente com os seus colegas de gabinete, depois foi o senhor Chanceler Schröder que, qual elefante numa loja de porcelanas, se imiscuiu no processo.
Mind you, even the Resolution of the Finnish Council Presidency in June was not the best result that could have been done achieved.	Mas, também a resolução da presidência finlandesa, em Junho, não foi das melhores a que se poderia ter chegado.
There are certain weaknesses, the greatest of which, in my opinion, is that not enough consideration is being given to the situation of small businesses; after all, the car industry is more than just large companies.	Existem alguns pontos fracos, dos quais o maior é, quanto a mim, a situação das pequenas e médias empresas não ter sido suficientemente contemplada, pois a indústria automóvel não se compõe apenas de empresas de grande dimensão.
It is in the area of supply that small business plays an important role and we must not fail to also take account of the interests of those employed in small and medium-sized enterprises. For there are considerably more than two million people employed in this sector.	As pequenas e médias empresas, precisamente ao nível dos fornecedores, desempenham um importante papel e nós temos igualmente de ter em conta os interesses dos trabalhadores destas pequenas e médias empresas, pois são mais de dois milhões de pessoas que nelas têm os seus postos de trabalho.
The plight of small businesses is also addressed by numerous amendments from the Committee on the Environment, Public Health and Consumer Policy and also the amendments in question from our group to Article 5 concerning costs.	Relativamente a esta situação das pequenas e médias empresas, foram apresentadas diversas alterações propostas pela Comissão do Meio Ambiente, da Saúde Pública e da Política do Consumidor, bem como as alterações em preço, do nosso grupo, ao artigo 5º, no que se refere aos custos.
The common position is also no great shakes from an environmental viewpoint.	Também sob o ponto de vista de política ambiental não se pode considerar que a posição comum seja um brilharete, pois falta a visão de conjunto.
It fails to take in the bigger picture and when my fellow delegate from the Greens says that this is the first time that the European Parliament has toned down a common position, I really must object, because quite simply, it is not environmentally meaningful to restrict the use of modern, low-consumption cars such as the 3-litre car, which contain a great deal of plastic, by means of rigid, high recycling quotas!	Quando a colega dos Verdes refere que seria a primeira vez que o Parlamento Europeu enfraquece uma posição comum, eu digo-lhe que não é assim, pois não pode ser correcto, em termos de política ambiental, que, com as elevadas e rígidas quotas de reciclagem, se boicote automóveis modernos e de baixo consumo, como é o caso do automóvel que consome apenas 3 litros de combustível e em cuja composição entra uma grande quantidade de plástico!
Consequently, we must support an amendment which at least permits exceptions in the case of particularly economical cars.	Daí ser imprescindível apoiar uma alteração que, pelo menos, permita excepções nos casos de automóveis particularmente económicos.
The objections of the industry in this matter are certainly not without foundation. However, the arguments of the plastics and car industries would be more persuasive if a commitment were to be given to reducing CO2 levels in Europe in other sectors besides these.	As objecções apresentadas neste domínio pela indústria têm certamente alguma lógica e sem dúvida que o poder de argumentação da indústria dos plásticos e da indústria automóvel aumentaria se o nosso empenho na redução do CO2 na Europa não incidisse apenas nesta área.
Mr President, we are indeed now in a very rare situation: those who wish to uphold environmental values will take the side of the Council in their common position.	Senhor Presidente, neste momento encontramo-nos todos numa situação muito especial: os que querem defender os valores do meio ambiente defendem a posição comum do Conselho.
In contrast to what the previous speaker said, I can say I am really proud that a common position was achieved during the Finnish Presidency to uphold environmental values.	Ao contrário do que disse o orador anterior, estou realmente orgulhosa pelo facto de, durante a Presidência finlandesa, ter sido possível adoptar uma posição comum que defende os valores do meio ambiente.
If we slide away from the common position and try to divide the recycling costs, we will be creating a loophole: we will not have created a rational, clear system in which the division of responsibilities is in order.	Se deixarmos de defender a nossa posição comum e procurarmos distribuir os custos de reciclagem, iremos criar situações indefinidas e não conseguiremos construir um sistema claro, no qual as responsabilidades sejam definidas.
That is why, in my opinion, the manufacturer must take the greatest share of the responsibility.	Por esta razão, considero que a responsabilidade principal recai sobre o produtor.
Only then will we find an adequate solution to the problem, taking into consideration the fact too that the manufacturer should be encouraged to make vehicles whose parts can be recycled at the smallest possible cost in the future.	Só desta forma conseguiremos resolver o problema de modo satisfatório e poderemos ter também presente a necessidade de incentivar os fabricantes a produzirem veículos que, no futuro, possam ser reciclados com um custo o mais baixo possível.
Mr President, there are two issues of principle in the Council' s draft directive.	Senhor Presidente, na proposta de directiva do Conselho, há duas questões de princípio.
The first concerns the manufacturer' s unrestricted liability to take back end-of-life vehicles.	A primeira refere-se à responsabilidade total dos fabricantes pela recolha dos veículos fora de uso.
There is the risk of creating a monopoly within the car dismantling trade.	Isso implica o risco de se criar uma situação de monopólio na actividade de desmantelamento dos veículos.
This particularly applies in areas within the EU where distances are great and where a lot of small companies are involved in dismantling vehicles.	Esse risco é especialmente significativo em regiões da UE em que as distâncias são grandes e onde existem muitas pequenas empresas que se dedicam a essa actividade.
I believe that, quite apart from the nature of the issue concerned, the EU' s directives should not treat small companies within the Union unfairly.	Considero que as directivas da UE, seja qual for a matéria que tratem, não podem prejudicar as pequenas empresas da União.
Unrestricted liability on the part of manufacturers would also be in danger of creating a situation in which the market for used car parts disappears, for manufacturers would have a greater responsibility to sell new parts.	Essa responsabilidade total dos fabricantes pode levar também ao desaparecimento do mercado de peças de veículos usados. Um fabricante tem uma maior responsabilidade na venda de peças novas.
Yet the trade in used car parts is important, especially for those who collect and renovate older vehicles.	Esse comércio é importante, especialmente para aqueles que trabalham na reconstrução e renovação de veículos usados.
The principle of unrestricted liability on the part of manufacturers is also dubious in terms of the principles governing the market economy.	Este princípio é também duvidoso do ponto de vista das regras da economia de mercado.
It should be possible for changes to be made to companies and for the latter to be sold and wound up.	As empresas devem ter a possibilidade de evoluir, de ser vendidas ou de ser fechadas.
They should be able to establish themselves in new markets, but also to leave old markets.	Devem poder estabelecer-se em novos mercados e retirar-se de outros.
To bind manufacturers by means of a liability which can extend very far back in time ill accords with a flexible market economy designed to promote development.	Amarrar os produtores a uma responsabilidade que se pode estender até um passado longínquo não é compatível com uma economia de mercado flexível e promotora de desenvolvimento.
The second principle in the Council' s common position is the retroactive element in the draft directive.	O outro princípio da posição comum do Conselho é o da introdução da retroactividade na proposta de directiva.
It conflicts with established economic and legal principles retroactively to impose upon a manufacturer financial liability for its product.	É contrário aos princípios económicos e jurídicos consagrados atribuir retroactivamente a um produtor a responsabilidade económica pelo seu produto.
To do so also changes the owner' s liability retroactively.	Isso altera retroactivamente a própria responsabilidade do proprietário.
Over the years, a consumer may have altered the product in a number of ways.	Ao longo dos anos, o consumidor pode ter alterado o produto em muitos aspectos.
Every country within the EU now has rules governing the scrapping of cars.	Todos os países da UE têm actualmente leis que regulam o que fazer com a sucata de veículos.
Some may be better than others, and some worse.	Nuns casos serão melhores, noutros piores.
In anticipation of this EU directive' s being implemented, EU countries ought however to be individually liable for scrapping vehicles in the best way possible so that the retroactive element in the EU legislation is not applied.	Enquanto esta directiva não entrar em vigor, cada um dos países da UE deve assumir, o melhor que puder, a responsabilidade pelas suas sucatas, por forma a que a legislação comunitária não venha a ser aplicada retroactivamente.
This does not conflict with a financing model involving the building up of funds.	Isso em nada contraria um modelo de financiamento assente na constituição de um fundo.
Mr President, everyone agrees with the obvious environmental and industrial importance of the instrument in question.	Senhor Presidente, a importância da medida em análise para o meio ambiente e para a indústria é evidente e consensual.
